angular_cell_offset_std,area_diagonal_m,area_scale,azimuth_cells,base_seed,beam_count,beamwidth_deg,case_id,collision_count,collision_normalized_efficiency,collision_penalized_discovery_rate,collisions_per_discovery_censored,communication_range_m,communication_range_to_diagonal_ratio,connected_components,discovered_edges,discoveries_per_1000_scan_actions,discovery_per_scan_action,discovery_rate,elevation_cells,empty_scan_count,empty_scan_ratio,episode,false_alarm_rate,finite_time_discovery_rate,idle_actions,isac_error_sweep_enabled,isolated_node_ratio,lambda2,largest_component_size,lcc_ratio,mean_delay_censored,mean_discovery_delay,miss_detection_rate,mobility_model,moved_distance_mean_m,node_count,p90_delay_censored,p90_discovery_delay,p95_delay_censored,p95_discovery_delay,p99_delay_censored,p99_discovery_delay,piggyback_sense_actions,protocol,range_mode,range_sweep_enabled,rx_actions,scan_actions,scan_actions_per_discovery_censored,scenario_seed,seed,sense_actions,sensing_range_m,sensing_range_to_diagonal_ratio,sensing_to_comm_range_ratio,slot_duration_ms,slots,train_beamwidth_deg,train_node_count,true_edges_seen,tx_actions
0.0,815.56096023333,density,36,20290704,648,10.0,0,0,1.0,0.0006060606060606061,0.0,856.3390082449965,1.05,97,3,0.05880508075897757,5.880508075897757e-05,0.0006060606060606061,18,45912,0.8999529559353928,0,0.0,0.0006060606060606061,0,False,0.95,0.0,3,0.03,599.849696969697,599.849696969697,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25443,51016,17005.333333333332,20290704,20301901,8984,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,25573
0.0,815.56096023333,density,36,20290704,648,10.0,0,0,1.0,0.0008080808080808081,0.0,856.3390082449965,1.05,96,4,0.06808278867102398,6.808278867102397e-05,0.0008080808080808081,18,52940,0.9010757080610022,0,0.0,0.0008080808080808081,1248,False,0.93,0.0,3,0.03,599.7082828282828,599.7082828282828,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,27252,58752,14688.0,20290704,20310583,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31500
0.0,815.56096023333,density,36,20290704,648,10.0,0,0,1.0,0.03333333333333333,0.0,856.3390082449965,1.05,5,165,2.8140189306728063,0.0028140189306728063,0.03333333333333333,18,29442,0.5021233051931441,0,0.0,0.03333333333333333,1365,False,0.04,-6.820629723883661e-16,96,0.96,590.0032323232323,590.0032323232323,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,58635,ablation_isac_no_candidate_set,singlehop,False,26935,58635,355.3636363636364,20290704,20339151,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31700
0.0,815.56096023333,density,36,20290704,648,10.0,0,677,0.6818609022556391,0.2578638706237782,0.4665747760165403,856.3390082449965,1.05,1,1451,25.12423597042578,0.02512423597042578,0.29313131313131313,18,28993,0.5020172112271224,0,0.0,0.29313131313131313,2247,False,0.0,9.267126102536098,100,1.0,506.0387878787879,506.0387878787879,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57753,ablation_isac_one_slot_delay,singlehop,False,27462,57753,39.80220537560303,20290704,20333532,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30291
0.0,815.56096023333,density,36,20290704,648,10.0,0,1024,0.637906647807638,0.30197522597924337,0.5676274944567627,856.3390082449965,1.05,1,1804,31.24729357559801,0.031247293575598013,0.36444444444444446,18,29240,0.5064694368905133,0,0.0,0.36444444444444446,2267,False,0.0,10.791232168390762,100,1.0,479.7319191919192,479.7319191919192,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57733,improved_rl_isac,singlehop,False,27448,57733,32.002771618625275,20290704,20304926,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30285
0.0,815.56096023333,density,24,20290704,288,15.0,1,0,1.0,0.0028282828282828283,0.0,856.3390082449965,1.05,86,14,0.27442371020856204,0.00027442371020856203,0.0028282828282828283,12,42458,0.8322487062882233,0,0.0,0.0028282828282828283,0,False,0.74,-1.1102230246251565e-16,3,0.03,599.0826262626263,599.0826262626263,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,uniform_random,singlehop,False,25443,51016,3644.0,20290704,20301901,8984,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,25573
0.0,815.56096023333,density,24,20290704,288,15.0,1,0,1.0,0.0030303030303030303,0.0,856.3390082449965,1.05,85,15,0.25556274917368044,0.0002555627491736804,0.0030303030303030303,12,48949,0.8339694006201656,0,0.0,0.0030303030303030303,1306,False,0.73,0.0,4,0.04,598.9668686868687,598.9668686868687,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,0,improved_rl_no_isac,singlehop,False,27248,58694,3912.9333333333334,20290704,20310583,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,31446
0.0,815.56096023333,density,24,20290704,288,15.0,1,44,0.9247863247863248,0.10832999599519423,0.08133086876155268,856.3390082449965,1.05,1,541,9.318267938957593,0.009318267938957594,0.10929292929292929,12,19200,0.33070377897964104,0,0.0,0.10929292929292929,1942,False,0.0,1.84954878607576,100,1.0,567.0743434343434,567.0743434343434,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,58058,ablation_isac_no_candidate_set,singlehop,False,27273,58058,107.31608133086876,20290704,20339151,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30785
0.0,815.56096023333,density,24,20290704,288,15.0,1,6279,0.28017883755588674,0.21765072579926975,2.5691489361702127,856.3390082449965,1.05,1,2444,42.38419783916896,0.04238419783916896,0.49373737373737375,12,19692,0.34150148275323866,0,0.0,0.49373737373737375,2337,False,0.0,25.425178901995196,100,1.0,428.1090909090909,428.1090909090909,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57663,ablation_isac_one_slot_delay,singlehop,False,27502,57663,23.593698854337152,20290704,20333532,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30161
0.0,815.56096023333,density,24,20290704,288,15.0,1,7804,0.2571863696935085,0.21185510428100987,2.8882309400444117,856.3390082449965,1.05,1,2702,46.845472355623365,0.04684547235562336,0.5458585858585858,12,19496,0.33800863399157405,0,0.0,0.5458585858585858,2321,False,0.0,31.31266789567571,100,1.0,407.3559595959596,407.3559595959596,0.0,gauss_markov,3.7988231097141214,100,600.0,600.0,600.0,600.0,600.0,600.0,57679,improved_rl_isac,singlehop,False,27531,57679,21.34678016284234,20290704,20304926,0,856.3390082449965,1.05,1.0,5.0,600,10.0,10,4950,30148
